,0,1
2891,"
AFTER 48 HOURS of some peace and quiet, it’ll be back to the Thunder Ion for the beginning of the home stretch. Only 32 games remain, with just 10 in February, giving the Thunder some clear runway to keep sharpening its tools and preparing itself for a late-season run in April and possibly beyond. To do that requires putting in the work. This Thunder squad not only likes being around one another, it also enjoys pulling in the same direction on the court in the short term as investment in itself for the long term.
 
“It’s good to have a couple days off and get back to practice,” Gallinari added, referencing the team’s severe lack of practice time lately. “To spend some time in the gym and practice with each other is going to be nice.”


 ",8
2892,"

",9
2893,"
  Copyright © 2020 NBA Media Ventures, LLC. All rights reserved.
  No portion of NBA.com may be duplicated, redistributed or manipulated in any form.
  This site is operated jointly by NBA and WarnerMedia. To opt out of the sale of your personal information as permitted by the California Consumer 
  Privacy Act, please use the links below to visit each company’s privacy center. If you make a request through the WarnerMedia Privacy Center, 
  it will apply to data controlled jointly by the NBA and WarnerMedia as well as other data controlled by WarnerMedia. If you make a request through 
  the NBA Privacy Center, it will apply to data controlled independently by the NBA.
  NBA Privacy Center  |
  WarnerMedia Privacy Center  |
  Do Not Sell My Personal Information  |
  Terms of Use  |
  Accessibility and Closed Caption  |
  



",10
2894,...but your activity and behavior on this site made us think that you are a bot.,1
2895,Note: A number of things could be going on here.,2
2896, Please solve this CAPTCHA to request unblock to the website ,3
2897,"
		You reached this page when trying to access
		http://www.sportskeeda.com/basketball/nba-trade-rumors-oklahoma-city-thunder-could-trade-andre-roberson-ahead-of-the-trade-deadline from
		221.158.91.26 on
		February 22 2020, 15:49:28 UTC
",4
2898,"Harris, Porter, Millsap, oh my!",1
2899,Host Ryan Blackburn is joined by Zach Mikash of The Pickaxe Podcast and Nick Hertzog of The Dig to discuss the Nuggets’ 113-101 loss to the Oklahoma City Thunder. The Stiffs also play Buy or Sell to make some bold predictions about the stretch run and then look ahead to what the Nuggets are facing in the upcoming week. ,2
2900,"In addition to whining about the Nuggets’ offensive inconsistencies, topics include the following:",3
2901,"The Dallas Mavericks have acquired Oklahoma City Thunder big man Justin Patton in a trade, Shams Charania of The Athletic reports. The team desperate for frontcourt depth will take a flyer on the journeyman 22-year-old.",1
2902,Heading to OKC in the swap is rookie forward Isaiah Roby while the Mavs additionally collect cash considerations.,2
2903,The move gives Dallas a big body as they cope with the season-ending loss of Dwight Powell but they may not keep him. Tim Cato of The Athletic writes that the team may cut Patton to free up a roster spot.,3
2904,"While Patton has struggled with his own health issues over the years, he’s averaged 12.1 points and 8.2 rebounds per game in 23 contests with Oklahoma City’s G League affiliate in 2019-20.",4
2905,"If the Mavs choose to waive Patton because his 2020-21 contract year is non-guaranteed, they’d have a roster spot with which to pursue an available free agent. Earlier this week there were reports that the Mavs had reached out to Joakim Noah.",5
2906,"Swapping Patton for Roby will provide the Thunder modest cap relief. Roby’s 2020-21 contract year, however, is guaranteed at $1.5M.",6
